Gene.symbol	Gene.title	adj.P.Val	logFC
STK32A	serine/threonine kinase 32A	0.659559475049252	-0.215074262871794
APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	0.659643863219826	0.236836441128206
SSTR1	somatostatin receptor 1	0.659643863219826	0.276063816923076
		0.659643863219826	0.501600728384615
RPL28	ribosomal protein L28	0.659680178648986	-0.289610181615386
DUS4L	dihydrouridine synthase 4 like	0.659788781234056	0.218029239102565
CRSP8P///MED27	mediator complex subunit 27 pseudogene///mediator complex subunit 27	0.659810305120535	0.42438014002564
C1QTNF6	C1q and tumor necrosis factor related protein 6	0.659892372161501	-0.24371335248718
GNA11	G protein subunit alpha 11	0.659892372161501	-0.301811150846154
HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	0.659892372161501	-0.510966031025641
		0.659892372161501	-0.315136135179485
		0.659892372161501	-0.147294625282052
		0.659892372161501	-0.225716380358975
SNORA33///RPS12	small nucleolar RNA, H/ACA box 33///ribosomal protein S12	0.659938343337682	-0.282064598846157
LOC646029///LOC646029	uncharacterized LOC646029///uncharacterized LOC646029	0.659981114567043	0.313043049435895
CHST6	carbohydrate sulfotransferase 6	0.660035897470128	0.21677658651282
GSDMB	gasdermin B	0.660058376111524	0.337713204410255
F3	coagulation factor III, tissue factor	0.660090428021724	0.318584722205127
		0.66010872004233	0.521229893435898
CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1	0.66010872004233	0.190832643897435
LOC728554///THOC3	THO complex 3 pseudogene///THO complex 3	0.660137429036064	-0.424962335076922
SLC30A9	solute carrier family 30 member 9	0.660153994391923	0.292476371923078
		0.660194284735482	-0.171931807333334
LOC100134822///SEPT14///LINC00266-1///PCMTD2	uncharacterized LOC100134822///septin 14///long intergenic non-protein coding RNA 266-1///protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	0.660194284735482	-0.65093103574359
EPHA10	EPH receptor A10	0.660200001183096	-0.203455720179487
NCK2	NCK adaptor protein 2	0.660452758506844	-0.330652495410257
FRG2C///FRG2EP///FRG2///FRG2B	FSHD region gene 2 family member C///FSHD region gene 2 family member E, pseudogene///FSHD region gene 2///FSHD region gene 2 family member B	0.660452758506844	0.223652545282051
LOC100127951	ISPF6484	0.660453422023472	-0.173307491589743
NLRP6	NLR family pyrin domain containing 6	0.660453422023472	-0.237996765692309
PEG10	paternally expressed 10	0.66055691202346	0.285527937205129
MIR503HG	MIR503 host gene	0.66055691202346	0.284919207794871
		0.66055691202346	-0.400387944564105
KDM4D	lysine demethylase 4D	0.660813413190206	-0.194199187615385
IRF7	interferon regulatory factor 7	0.660813413190206	0.246104309717948
RPL31	ribosomal protein L31	0.660859433118805	-0.472019198820512
KATNA1	katanin catalytic subunit A1	0.660958236692123	0.240015253948718
		0.660966569638489	-0.236881515076924
OAS2	2'-5'-oligoadenylate synthetase 2	0.660966569638489	0.482628644538461
		0.660966569638489	-0.166472388923077
		0.660983997651213	-0.278722019230769
ANKRD44	ankyrin repeat domain 44	0.660983997651213	0.252088950025639
OR10Z1	olfactory receptor family 10 subfamily Z member 1	0.660983997651213	0.194462942307693
SYF2	SYF2 pre-mRNA splicing factor	0.660983997651213	0.292698953974361
		0.660983997651213	-0.281600229410257
TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C	0.660983997651213	0.200066286153846
GABRR1	gamma-aminobutyric acid type A receptor rho1 subunit	0.660983997651213	-0.202730235743589
		0.660983997651213	-0.137363189743589
		0.660983997651213	0.313345906358974
ARFIP2	ADP ribosylation factor interacting protein 2	0.660983997651213	0.187439723743589
		0.660983997651213	0.736076177487179
		0.660983997651213	0.374426609384615
MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	0.661133474978418	-0.192639256410259
DHX33	DEAH-box helicase 33	0.661133474978418	0.228219648846154
		0.661133474978418	0.509457829974358
C10orf88	chromosome 10 open reading frame 88	0.661133474978418	-0.308744518589745
SSR4P1	signal sequence receptor subunit 4 pseudogene 1	0.661133474978418	-0.218809495717949
		0.661133474978418	0.216551963179488
		0.661153824278635	-0.174041055512821
H2AFJ	H2A histone family member J	0.661228131906364	0.272042714846153
SMYD1	SET and MYND domain containing 1	0.661285722330438	0.172993610897435
RRAGD	Ras related GTP binding D	0.661285722330438	0.324207917076923
		0.661285722330438	0.414857055282051
MAT2A	methionine adenosyltransferase 2A	0.661333765234489	-0.20869868897436
URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	0.661454166108974	0.241810650461538
		0.661487779807261	-0.483388040538464
		0.661538894696758	-0.426171319358975
DSPP	dentin sialophosphoprotein	0.661551486903935	0.176531781358975
HCG8	HLA complex group 8	0.661556156406595	-0.452493457333333
		0.661556156406595	0.171250065000001
		0.661614049952941	-0.394522355564106
HM13	histocompatibility minor 13	0.661614049952941	-0.158980920794873
GM140	uncharacterized LOC100287948	0.661678350415495	0.25393743425641
		0.661683347604303	-0.301122744948718
ZNF808	zinc finger protein 808	0.661683347604303	-0.262360042666669
LOC401281	uncharacterized LOC401281	0.661715472369278	-0.260523817717949
SCARF2	scavenger receptor class F member 2	0.661715472369278	0.201219200333331
AQP12B///AQP12A	aquaporin 12B///aquaporin 12A	0.66172576518205	-0.201535169102566
MAGEB3	MAGE family member B3	0.66172576518205	-0.190618743333335
		0.661849928791738	-0.71647846476923
		0.662147023872443	0.168929798307692
GPR25	G protein-coupled receptor 25	0.662159948495377	-0.223914577282055
SAMM50	SAMM50 sorting and assembly machinery component	0.662207477606251	-0.35109624602564
		0.66256864900954	0.102992406205128
SCAP	SREBF chaperone	0.662582568636081	0.20102665828205
		0.662602909658474	0.267569440615384
GRHL1	grainyhead like transcription factor 1	0.662686973470598	0.238126436307693
PIGK	phosphatidylinositol glycan anchor biosynthesis class K	0.662686973470598	0.347143261051283
ERICH6	glutamate rich 6	0.662687349482777	-0.146036240923077
ISG15	ISG15 ubiquitin-like modifier	0.662687349482777	0.270066292846155
AKNA	AT-hook transcription factor	0.662687349482777	0.175442094051284
SPATA5	spermatogenesis associated 5	0.6628080939493	0.222721612051282
		0.6628080939493	-0.238209368666666
HRH1	histamine receptor H1	0.6628080939493	-0.185154675487179
TEX37	testis expressed 37	0.662916100426156	0.243192926358975
		0.66292102313616	-0.158432213897437
PROS1	protein S (alpha)	0.66292102313616	0.446933581153845
HIST1H2AB	histone cluster 1, H2ab	0.66292102313616	-0.508963748461537
MMD2	monocyte to macrophage differentiation associated 2	0.66292102313616	-0.193394830282053
NOL7	nucleolar protein 7	0.663011321768959	-0.263390013538464
		0.663017176515641	0.207934417358975
RPS6KA3	ribosomal protein S6 kinase A3	0.663017176515641	0.249733434333336
		0.663017176515641	0.144148361128205
		0.663064283824473	-0.221208722333333
ITM2B///ITM2B	integral membrane protein 2B///integral membrane protein 2B	0.663064283824473	-0.225278296615384
		0.663064283824473	0.292854416923076
		0.663064283824473	-0.425999353102567
AFF3	AF4/FMR2 family member 3	0.663121814866937	-0.46017139374359
SCNN1B	sodium channel epithelial 1 beta subunit	0.663121814866937	0.229249364000001
		0.663121814866937	0.56088898623077
FARSB	phenylalanyl-tRNA synthetase beta subunit	0.663121814866937	0.423931614846154
POLA2	DNA polymerase alpha 2, accessory subunit	0.663121814866937	0.249671883794869
EDN2	endothelin 2	0.663121814866937	0.204110180769231
		0.663121814866937	-0.568669554923078
DCP1B	decapping mRNA 1B	0.663121814866937	0.535494799282054
		0.663121814866937	0.223372091230768
		0.663121814866937	-0.529978642307693
CTNNA3	catenin alpha 3	0.663404308604429	-0.178155716846154
		0.66351222688822	0.30292838848718
DUX4///DUX1///DUX5	double homeobox 4///double homeobox 1///double homeobox 5	0.66351222688822	0.374227110948718
		0.66351222688822	0.383311038025641
BRI3BP	BRI3 binding protein	0.663557219014303	0.32582658523077
HEXB	hexosaminidase subunit beta	0.663570022878842	0.253265326974358
		0.663570022878842	0.47721246974359
LIMS2	LIM zinc finger domain containing 2	0.663601465422568	0.21606974653846
		0.663666568834336	-0.430690889487182
		0.663680583480531	-0.406782117128206
CYB5RL	cytochrome b5 reductase like	0.663680996795743	0.176365739538462
		0.663680996795743	-0.169121354179487
		0.663788496127265	0.230209355282051
FAM136A	family with sequence similarity 136 member A	0.663791023258309	0.188623519897438
G3BP1	G3BP stress granule assembly factor 1	0.663844802192633	0.225169298948716
		0.66385206068014	-0.262450211230769
ISG20L2	interferon stimulated exonuclease gene 20 like 2	0.663862753383837	0.215594264512822
C9orf40	chromosome 9 open reading frame 40	0.663862753383837	-0.294132281820511
ZNF737///ZNF737	zinc finger protein 737///zinc finger protein 737	0.663862753383837	-0.699634021051281
		0.663880279478126	0.501928805487179
		0.663978769532881	0.284454269384616
		0.664005352842549	-0.158934992307693
RIBC1	RIB43A domain with coiled-coils 1	0.664037962327515	0.203724540051281
BEST2	bestrophin 2	0.664037962327515	0.180314689230769
		0.664118339570502	-0.194685888666667
		0.66412991911695	-0.187684967871795
		0.664170173805529	-0.372611308051283
		0.664285383941201	-0.382927104794873
TMPRSS2///LOC285847///FKBP5	transmembrane protease, serine 2///uncharacterized LOC285847///FK506 binding protein 5	0.664362044816067	0.153769313948718
		0.664362044816067	-0.254664673564103
		0.664362044816067	-0.265013319051284
HP	haptoglobin	0.66447731817658	0.536649401512821
DCTN3	dynactin subunit 3	0.66447731817658	-0.14786466046154
		0.664518777180059	0.40387938851282
		0.66462781487981	0.320012697948719
CHODL	chondrolectin	0.664655580552341	-0.273117168897435
ZNF322	zinc finger protein 322	0.664655580552341	-0.37573106725641
AASDH	aminoadipate-semialdehyde dehydrogenase	0.664655580552341	-0.257137649179487
SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	0.664655580552341	-0.132467194923077
C1D	C1D nuclear receptor corepressor	0.664676595321193	0.360340302846155
		0.664861612319686	-0.343764624666667
		0.664921830815343	0.250512098076925
RNASEK-C17orf49///C17orf49	RNASEK-C17orf49 readthrough///chromosome 17 open reading frame 49	0.664941679790531	0.265249703692307
MTMR7	myotubularin related protein 7	0.664982441554735	0.175662253307692
WNT7A	Wnt family member 7A	0.664982441554735	-0.226439645948718
		0.664982441554735	-0.211502335051282
PCDH17	protocadherin 17	0.664982441554735	-0.211511273051282
		0.664982441554735	0.429830537256411
FLJ32742	uncharacterized locus FLJ32742	0.664982441554735	0.332555233025641
LOC400927-CSNK1E///CSNK1E	LOC400927-CSNK1E readthrough///casein kinase 1 epsilon	0.665091085060282	-0.22547824074359
		0.665147441340232	0.189099980564102
PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C	0.665147441340232	0.303199378846153
		0.665158945292558	0.130965859205129
PCDHB1	protocadherin beta 1	0.665158945292558	0.204543971051282
CD164L2	CD164 molecule like 2	0.665158945292558	-0.213131259051284
OSCP1	organic solute carrier partner 1	0.66527878614401	-0.193499383717948
TOMM22	translocase of outer mitochondrial membrane 22	0.665332760639282	-0.29333960628205
RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	0.665332760639282	0.237941204025641
LINC00315	long intergenic non-protein coding RNA 315	0.665342270858784	0.229362343025642
		0.665404338967977	-0.167415754923077
		0.665432159128992	-0.332552386410258
RNF14	ring finger protein 14	0.665474163330933	-0.207989944692309
RNU11	RNA, U11 small nuclear	0.665483996476208	0.484046574076921
		0.665483996476208	0.253836704897435
MIR1-1HG	MIR1-1 host gene	0.66562926383512	0.258024573025639
TDRD3	tudor domain containing 3	0.665631555214486	0.302494925051284
		0.665696036106934	-0.371916743025643
LRRFIP1	LRR binding FLII interacting protein 1	0.665696036106934	0.298467662461539
		0.665696036106934	-0.238737131025642
SLC39A4	solute carrier family 39 member 4	0.665696036106934	-0.212354129076926
LCT	lactase	0.665696036106934	0.182780124051282
TMEM82	transmembrane protein 82	0.665696036106934	0.228935361538461
		0.665696036106934	-0.495521194256411
ZMYM6	zinc finger MYM-type containing 6	0.665696036106934	-0.152024552410259
		0.665696036106934	0.142835791282051
AHI1	Abelson helper integration site 1	0.665829784006639	0.313303850102564
OGN	osteoglycin	0.665831366405306	0.172441507641025
UBE2H	ubiquitin conjugating enzyme E2 H	0.666016061296621	-0.298741322076923
CT55	cancer/testis antigen 55	0.666016061296621	-0.552737993538463
ST7L	suppression of tumorigenicity 7 like	0.666016061296621	-0.309959751717948
OR2T5///OR2T29	olfactory receptor family 2 subfamily T member 5///olfactory receptor family 2 subfamily T member 29	0.666016061296621	0.183531733102563
YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	0.666016061296621	0.253519097820512
EYA3	EYA transcriptional coactivator and phosphatase 3	0.666016061296621	0.293578772461537
NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	0.66625823116383	-0.244387177179487
		0.66625823116383	-0.545758077615387
		0.66625823116383	-0.153782100205127
SLF1	SMC5-SMC6 complex localization factor 1	0.66625823116383	0.351869540358975
DBX1	developing brain homeobox 1	0.66625823116383	0.212804531410256
		0.66625823116383	0.155144442692308
IRF2BP2	interferon regulatory factor 2 binding protein 2	0.666296656483635	0.196527448512818
		0.666305784124144	-0.36680388446154
MMP13	matrix metallopeptidase 13	0.666404123888967	-0.161443636435898
ANGPT2	angiopoietin 2	0.666474532496022	0.383251019641026
		0.666474532496022	-0.527051614717948
		0.666474532496022	0.230129464076925
		0.666474532496022	-0.342850097564103
HID1	HID1 domain containing	0.666513127528918	-0.198159937743591
CAMSAP2	calmodulin regulated spectrin associated protein family member 2	0.666551405675154	0.254900847846154
PMCH	pro-melanin concentrating hormone	0.666551405675154	-0.20973588125641
C9orf163	chromosome 9 open reading frame 163	0.666551405675154	-0.259045689358975
FBXO9	F-box protein 9	0.666551405675154	-0.339129369948717
		0.666551405675154	0.191031807307691
		0.666552012860065	-0.639775384461539
		0.666662841229133	0.472994942128205
UNC5D	unc-5 netrin receptor D	0.66669634246933	0.192503315589744
PARP12	poly(ADP-ribose) polymerase family member 12	0.666740093496079	-0.338828195
PNPLA6	patatin like phospholipase domain containing 6	0.666740093496079	0.214001160333334
GPC3	glypican 3	0.666740093496079	0.240615675179487
REEP6	receptor accessory protein 6	0.666740093496079	0.220212152948715
KCNJ11	potassium voltage-gated channel subfamily J member 11	0.666922106538943	0.222863048538461
USB1	U6 snRNA biogenesis phosphodiesterase 1	0.667024046977847	0.296364996102564
RNU2-1	RNA, U2 small nuclear 1	0.667024046977847	0.418288733923074
ROR1	receptor tyrosine kinase like orphan receptor 1	0.667024046977847	0.269476658743593
FXYD1	FXYD domain containing ion transport regulator 1	0.667080271404004	-0.278694642461536
		0.667080271404004	0.275495095153844
		0.667080271404004	-0.141956699743595
LDAH	lipid droplet associated hydrolase	0.667080271404004	-0.268474111025641
		0.66716986525622	-0.249333362435898
		0.667223323053843	0.332300780769225
SCAF8	SR-related CTD associated factor 8	0.667227232532713	0.24691260430769
		0.667227232532713	-0.88339785894872
SGK494///SPAG5	uncharacterized serine/threonine-protein kinase SgK494///sperm associated antigen 5	0.667229266749207	0.197210578641027
RNFT1	ring finger protein, transmembrane 1	0.667349913465184	-0.265734929538462
MAGEA6///MAGEA3	MAGE family member A6///MAGE family member A3	0.667363934411644	0.343956456461537
SNX21	sorting nexin family member 21	0.667463831485719	0.201892613076923
C1orf131	chromosome 1 open reading frame 131	0.667483044628508	-0.202916309435898
TRIM5	tripartite motif containing 5	0.667582158945012	0.309756616641024
		0.667582158945012	-0.191031794974359
VRTN	vertebrae development associated	0.667582158945012	0.171438803102562
